"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"DEV412","2007.0","25.0","06/19/2007 09:00:00","06/26/2007 08:00:00","0.707","1.227","0.511","1.603","2.088","0.436","0.389","0.161","0.058","0.094","0.042"
"DEV412","1995.0","23.0","06/06/1995 09:00:00","06/13/1995 08:00:00","0.359","0.637","0.264","1.12","1.366","0.224","","","","",""
"DEV412","1999.0","26.0","06/22/1999 09:00:00","06/29/1999 08:00:00","1.188","1.593","0.565","3.206","3.72","0.532","","","","",""
"DEV412","1995.0","25.0","06/20/1995 09:00:00","06/27/1995 08:00:00","0.145","0.089","0.039","0.195","0.231","0.035","","","","",""
"DEV412","2003.0","26.0","06/24/2003 09:00:00","07/01/2003 08:00:00","0.476","0.592","0.13","1.029","1.143","0.235","0.157","0.047","0.023","0.036",""
"DEV412","1997.0","25.0","06/17/1997 09:00:00","06/24/1997 08:00:00","0.873","1.248","0.678","2.089","2.735","0.464","","","","",""
"DEV412","2004.0","25.0","06/15/2004 09:00:00","06/22/2004 08:00:00","0.523","1.596","0.583","1.542","2.1","0.565","0.382","0.225","0.063","0.065","0.053"
"DEV412","1999.0","23.0","06/01/1999 09:00:00","06/08/1999 08:00:00","0.546","1.652","0.584","1.944","2.497","0.527","","","","",""
"DEV412","2007.0","26.0","06/26/2007 09:00:00","07/03/2007 08:00:00","0.789","1.134","0.498","1.566","2.039","0.423","0.297","0.137","0.056","0.088","0.019"
"DEV412","1995.0","26.0","06/27/1995 09:00:00","07/04/1995 08:00:00","0.358","0.979","0.243","0.832","1.062","0.345","","","","",""
"DEV412","2000.0","24.0","06/13/2000 09:00:00","06/20/2000 08:00:00","0.52","0.979","0.416","1.498","1.89","0.343","0.307","0.163","0.05","0.053",""
"DEV412","1997.0","24.0","06/10/1997 09:00:00","06/17/1997 08:00:00","0.669","1.185","0.484","2.11","2.56","0.353","","","","",""
"DEV412","1997.0","23.0","06/03/1997 09:00:00","06/10/1997 08:00:00","0.636","1.889","1.049","1.933","2.951","0.484","","","","",""
"DEV412","2000.0","25.0","06/20/2000 09:00:00","06/27/2000 08:00:00","0.562","1.508","0.544","1.582","2.1","0.485","0.614","0.176","0.069","0.074",""
"DEV412","2003.0","23.0","06/03/2003 09:00:00","06/10/2003 08:00:00","1.005","2.023","0.388","1.468","1.832","0.777","0.341","0.126","0.051","0.081",""
"DEV412","2006.0","25.0","06/20/2006 09:00:00","06/27/2006 08:00:00","0.723","1.657","0.497","1.135","1.614","0.593","0.44","0.204","0.084","0.118","0.045"
"DEV412","2005.0","25.0","06/21/2005 09:00:00","06/28/2005 08:00:00","0.709","1.489","0.406","1.744","2.123","0.555","0.235","0.136","0.035","0.051","0.016"
"DEV412","2001.0","24.0","06/12/2001 09:00:00","06/19/2001 08:00:00","0.586","0.847","0.45","1.775","2.197","0.292","0.376","0.216","0.057","0.085",""
"DEV412","2000.0","23.0","06/06/2000 09:00:00","06/13/2000 08:00:00","0.634","1.206","0.423","1.678","2.075","0.392","0.443","0.255","0.064","0.075",""
"DEV412","1999.0","27.0","06/29/1999 09:00:00","07/06/1999 08:00:00","0.905","1.294","0.57","2.683","3.211","0.395","","","","",""
"DEV412","2003.0","25.0","06/17/2003 09:00:00","06/24/2003 08:00:00","0.843","1.591","0.877","2.028","2.872","0.563","0.381","0.34","0.073","0.105",""
"DEV412","2004.0","27.0","06/29/2004 09:00:00","07/06/2004 08:00:00","0.695","1.642","0.854","1.655","2.482","0.567","0.328","0.26","0.057","0.082","0.05"
"DEV412","1998.0","26.0","06/23/1998 09:00:00","06/30/1998 08:00:00","1.067","1.583","0.407","2.432","2.8","0.669","","","","",""
"DEV412","2002.0","26.0","06/25/2002 09:00:00","07/02/2002 08:00:00","0.935","1.771","0.607","1.63","2.211","0.658","0.355","0.163","0.058","0.096",""
"DEV412","1998.0","24.0","06/09/1998 09:00:00","06/16/1998 08:00:00","0.332","0.963","0.23","1.625","1.83","0.362","","","","",""
"DEV412","2004.0","24.0","06/08/2004 09:00:00","06/15/2004 08:00:00","0.67","1.485","0.821","1.616","2.411","0.509","0.413","0.28","0.079","0.083","0.055"
"DEV412","1996.0","25.0","06/18/1996 09:00:00","06/25/1996 08:00:00","0.906","1.271","0.99","2.416","3.368","0.415","","","","",""
"DEV412","2003.0","24.0","06/10/2003 09:00:00","06/17/2003 08:00:00","1.19","1.893","0.562","1.941","2.473","0.705","0.262","0.161","0.044","0.066",""
"DEV412","2007.0","23.0","06/05/2007 09:00:00","06/12/2007 08:00:00","0.507","0.982","0.386","1.445","1.807","0.34","0.312","0.166","0.054","0.052","0.038"
"DEV412","1999.0","25.0","06/15/1999 09:00:00","06/22/1999 08:00:00","0.983","1.568","0.518","3.02","3.49","0.543","","","","",""
"DEV412","2000.0","26.0","06/27/2000 09:00:00","07/04/2000 08:00:00","0.737","1.186","0.491","1.706","2.17","0.502","0.236","0.137","0.039","0.065",""
"DEV412","2005.0","23.0","06/07/2005 09:00:00","06/14/2005 08:00:00","0.393","1.01","0.261","1.096","1.339","0.372","0.259","0.13","0.042","0.049","0.038"
"DEV412","2001.0","25.0","06/19/2001 09:00:00","06/26/2001 08:00:00","0.854","1.493","0.787","2.197","2.949","0.527","0.277","0.263","0.063","0.085",""
"DEV412","2002.0","23.0","06/04/2002 09:00:00","06/11/2002 08:00:00","0.491","0.821","0.393","1.117","1.492","0.283","0.088","0.1","0.024","0.073",""
"DEV412","2006.0","26.0","06/27/2006 09:00:00","07/04/2006 08:00:00","0.599","1.88","0.443","1.698","2.114","0.661","0.405","0.152","0.087","0.142","0.021"
"DEV412","1995.0","24.0","06/13/1995 09:00:00","06/20/1995 08:00:00","0.576","0.868","0.403","1.678","2.055","0.314","","","","",""
"DEV412","2001.0","23.0","06/05/2001 09:00:00","06/12/2001 08:00:00","0.767","1.057","0.485","1.8","2.256","0.386","0.3","0.121","0.045","0.062",""
"DEV412","2004.0","23.0","06/01/2004 09:00:00","06/08/2004 08:00:00","0.971","1.32","0.515","1.434","1.926","0.483","0.288","0.14","0.046","0.06","0.017"
"DEV412","1996.0","26.0","06/25/1996 09:00:00","07/02/1996 08:00:00","0.337","0.871","0.367","1.946","2.282","0.31","","","","",""
"DEV412","1998.0","23.0","06/02/1998 09:00:00","06/09/1998 08:00:00","0.446","1.057","0.354","1.627","1.955","0.357","","","","",""
"DEV412","2002.0","24.0","06/11/2002 09:00:00","06/18/2002 08:00:00","0.874","1.399","0.749","1.654","2.377","0.482","0.383","0.274","0.069","0.094",""
"DEV412","1996.0","24.0","06/11/1996 09:00:00","06/18/1996 08:00:00","0.978","1.509","0.975","2.795","3.726","0.528","","","","",""
"DEV412","2004.0","26.0","06/22/2004 09:00:00","06/29/2004 08:00:00","0.716","1.463","0.65","1.572","2.196","0.524","0.307","0.195","0.051","0.082","0.063"
"DEV412","2005.0","26.0","06/28/2005 09:00:00","07/05/2005 08:00:00","1.097","2.109","0.39","1.737","2.1","0.814","0.295","0.109","0.044","0.075","0.015"
"DEV412","2002.0","25.0","06/18/2002 09:00:00","06/25/2002 08:00:00","0.824","1.319","0.787","1.862","2.619","0.495","0.379","0.229","0.067","0.096",""
"DEV412","2006.0","24.0","06/13/2006 09:00:00","06/20/2006 08:00:00","0.477","1.034","0.174","0.863","1.024","0.369","0.127","0.088","0.031","0.046","0.03"
"DEV412","2005.0","24.0","06/14/2005 09:00:00","06/21/2005 08:00:00","0.776","1.533","0.639","1.737","2.349","0.53","0.378","0.245","0.065","0.064","0.049"
"DEV412","1998.0","25.0","06/16/1998 09:00:00","06/23/1998 08:00:00","0.8","1.224","0.736","1.605","2.315","0.449","","","","",""
"DEV412","2001.0","26.0","06/26/2001 09:00:00","07/03/2001 08:00:00","0.741","1.359","0.39","2.242","2.597","0.47","0.276","0.121","0.038","0.068",""
"DEV412","1998.0","27.0","06/30/1998 09:00:00","07/07/1998 08:00:00","0.919","1.281","0.465","2.376","2.803","0.404","","","","",""
"DEV412","1996.0","23.0","06/04/1996 09:00:00","06/11/1996 08:00:00","0.968","1.898","0.723","2.458","3.142","0.712","","","","",""
"DEV412","2001.0","31.0","07/31/2001 09:00:00","08/07/2001 08:00:00","0.502","1.235","0.585","2.287","2.835","0.419","0.244","0.204","0.044","0.054",""
"DEV412","2006.0","29.0","07/18/2006 09:00:00","07/25/2006 08:00:00","0.232","1.491","0.296","0.892","1.174","0.357","1.066","0.513","0.149","0.145","0.308"
"DEV412","2007.0","28.0","07/10/2007 09:00:00","07/17/2007 08:00:00","0.522","1.307","0.388","2.11","2.465","0.479","0.21","0.134","0.045","0.071","0.018"
"DEV412","2002.0","30.0","07/23/2002 09:00:00","07/30/2002 08:00:00","0.682","1.314","0.584","1.587","2.146","0.492","0.302","0.185","0.047","0.066",""
"DEV412","2006.0","27.0","07/04/2006 09:00:00","07/11/2006 08:00:00","0.63","1.622","0.59","1.874","2.434","0.532","0.423","0.258","0.089","0.182","0.089"
"DEV412","1997.0","28.0","07/08/1997 09:00:00","07/15/1997 08:00:00","0.6","1.374","0.834","2.519","3.313","0.455","","","","",""
"DEV412","2002.0","29.0","07/16/2002 09:00:00","07/23/2002 08:00:00","0.534","1.362","0.473","1.344","1.795","0.477","0.284","0.197","0.053","0.053",""
"DEV412","1996.0","30.0","07/23/1996 09:00:00","07/30/1996 08:00:00","0.675","2.132","0.675","2.45","3.086","0.638","","","","",""
"DEV412","2005.0","30.0","07/26/2005 09:00:00","08/02/2005 08:00:00","0.735","2.002","0.38","1.582","1.938","0.744","0.354","0.172","0.051","0.067","0.042"
"DEV412","1996.0","29.0","07/16/1996 09:00:00","07/23/1996 08:00:00","","","","","","","","","","",""
"DEV412","2004.0","30.0","07/20/2004 09:00:00","07/27/2004 08:00:00","0.588","0.922","0.288","1.29","1.557","0.37","0.175","0.07","0.027","0.052","0.016"
"DEV412","2001.0","30.0","07/24/2001 09:00:00","07/31/2001 08:00:00","0.615","1.274","0.556","2.102","2.624","0.435","0.305","0.218","0.047","0.069",""
"DEV412","2005.0","27.0","07/05/2005 09:00:00","07/12/2005 08:00:00","1.084","1.907","0.544","1.925","2.439","0.694","0.309","0.173","0.057","0.13","0.016"
"DEV412","1998.0","30.0","07/21/1998 09:00:00","07/28/1998 08:00:00","0.613","1.841","0.439","1.856","2.266","0.591","","","","",""
"DEV412","2003.0","28.0","07/08/2003 09:00:00","07/15/2003 08:00:00","0.724","1.24","0.393","1.168","1.543","0.474","0.21","0.102","0.033","0.062",""
"DEV412","2000.0","28.0","07/11/2000 09:00:00","07/18/2000 08:00:00","0.499","0.978","0.398","1.704","2.075","0.353","0.167","0.137","0.032","0.054",""
"DEV412","2006.0","28.0","07/11/2006 09:00:00","07/18/2006 08:00:00","0.804","1.144","0.354","1.828","2.153","0.402","0.317","0.101","0.05","0.076","0.028"
"DEV412","2005.0","28.0","07/12/2005 09:00:00","07/19/2005 08:00:00","0.702","1.614","0.298","1.229","1.508","0.615","0.267","0.089","0.034","0.059","0.016"
"DEV412","1997.0","31.0","07/29/1997 09:00:00","08/05/1997 08:00:00","0.48","1.762","0.527","2.603","3.088","0.589","","","","",""
"DEV412","1999.0","28.0","07/06/1999 09:00:00","07/13/1999 08:00:00","0.38","1.339","0.462","2.67","3.089","0.35","","","","",""
"DEV412","2007.0","31.0","07/31/2007 09:00:00","08/07/2007 08:00:00","","","","","","","","","","",""
"DEV412","1995.0","29.0","07/18/1995 09:00:00","07/25/1995 08:00:00","0.641","1.116","0.26","2.361","2.583","0.449","","","","",""
"DEV412","2005.0","29.0","07/19/2005 09:00:00","07/26/2005 08:00:00","0.803","1.947","0.478","1.782","2.232","0.688","0.515","0.201","0.077","0.114","0.028"
"DEV412","1995.0","30.0","07/25/1995 09:00:00","08/01/1995 08:00:00","0.529","1.153","0.293","1.299","1.571","0.398","","","","",""
"DEV412","2007.0","29.0","07/17/2007 09:00:00","07/24/2007 08:00:00","0.547","1.093","0.446","1.635","2.055","0.385","0.283","0.152","0.052","0.066","0.015"
"DEV412","2003.0","30.0","07/22/2003 09:00:00","07/29/2003 08:00:00","0.603","1.946","0.533","1.695","2.201","0.672","0.409","0.221","0.066","0.111",""
"DEV412","1998.0","28.0","07/07/1998 09:00:00","07/14/1998 08:00:00","1.005","1.538","0.325","2.364","2.651","0.598","","","","",""
"DEV412","2003.0","27.0","07/01/2003 09:00:00","07/08/2003 08:00:00","0.745","0.905","0.214","1.107","1.303","0.347","0.121","0.064","0.023","0.059",""
"DEV412","2004.0","31.0","07/27/2004 09:00:00","08/03/2004 08:00:00","","","","","","","","","","",""
"DEV412","2000.0","30.0","07/25/2000 09:00:00","08/01/2000 08:00:00","0.614","1.418","0.601","1.688","2.262","0.511","0.371","0.171","0.069","0.117",""
"DEV412","2001.0","29.0","07/17/2001 09:00:00","07/24/2001 08:00:00","0.62","0.973","0.597","2.467","3.025","0.352","0.193","0.178","0.038","0.054",""
"DEV412","1999.0","29.0","07/13/1999 09:00:00","07/20/1999 08:00:00","0.486","1.205","0.559","2.482","3.001","0.384","","","","",""
"DEV412","2000.0","29.0","07/18/2000 09:00:00","07/25/2000 08:00:00","0.563","1.085","0.448","2.322","2.733","0.378","0.245","0.113","0.038","0.054",""
"DEV412","1996.0","27.0","07/02/1996 09:00:00","07/09/1996 08:00:00","","","","","","","","","","",""
"DEV412","2003.0","31.0","07/29/2003 09:00:00","08/05/2003 08:00:00","0.425","1.418","0.4","2.116","2.482","0.491","0.323","0.16","0.052","0.059",""
"DEV412","1995.0","27.0","07/04/1995 09:00:00","07/11/1995 08:00:00","0.359","0.983","0.244","0.835","1.066","0.347","","","","",""
"DEV412","2003.0","29.0","07/15/2003 09:00:00","07/22/2003 08:00:00","0.802","1.973","0.567","1.531","2.073","0.677","0.524","0.22","0.082","0.121",""
"DEV412","1997.0","30.0","07/22/1997 09:00:00","07/29/1997 08:00:00","0.369","1.135","0.262","2.459","2.682","0.391","","","","",""
"DEV412","1998.0","29.0","07/14/1998 09:00:00","07/21/1998 08:00:00","1.082","1.795","0.544","2.216","2.725","0.61","","","","",""
"DEV412","2007.0","27.0","07/03/2007 09:00:00","07/10/2007 08:00:00","0.6","1.138","0.403","1.466","1.846","0.398","0.275","0.145","0.058","0.091","0.019"
"DEV412","2002.0","28.0","07/09/2002 09:00:00","07/16/2002 08:00:00","0.574","2.226","0.922","1.424","2.323","0.678","1.595","0.322","0.249","0.252",""
"DEV412","2001.0","28.0","07/10/2001 09:00:00","07/17/2001 08:00:00","0.509","1.165","0.504","2.078","2.549","0.414","0.22","0.148","0.039","0.051",""
"DEV412","1997.0","29.0","07/15/1997 09:00:00","07/22/1997 08:00:00","0.521","1.368","0.686","2.387","3.035","0.447","","","","",""
"DEV412","2000.0","27.0","07/04/2000 09:00:00","07/11/2000 08:00:00","0.573","1.015","0.856","1.822","2.649","0.34","0.238","0.307","0.067","0.077",""
"DEV412","2004.0","28.0","07/06/2004 09:00:00","07/13/2004 08:00:00","0.627","1.209","0.391","1.389","1.757","0.411","0.394","0.115","0.047","0.069","0.019"
"DEV412","2007.0","30.0","07/24/2007 09:00:00","07/31/2007 08:00:00","","","","","","","","","","",""
"DEV412","2001.0","27.0","07/03/2001 09:00:00","07/10/2001 08:00:00","0.365","1.506","0.456","2.599","3.014","0.459","0.429","0.233","0.06","0.087",""
"DEV412","1999.0","31.0","07/27/1999 09:00:00","08/03/1999 08:00:00","0.581","1.233","0.555","3.166","3.671","0.389","","","","",""
"DEV412","1997.0","27.0","07/01/1997 09:00:00","07/08/1997 08:00:00","0.544","0.739","0.302","1.874","2.146","0.252","","","","",""
"DEV412","1995.0","28.0","07/11/1995 09:00:00","07/18/1995 08:00:00","0.359","0.983","0.244","0.835","1.066","0.347","","","","",""
"DEV412","2002.0","27.0","07/02/2002 09:00:00","07/09/2002 08:00:00","0.709","1.483","0.6","1.335","1.914","0.499","0.25","0.178","0.053","0.101",""
"DEV412","1996.0","28.0","07/09/1996 09:00:00","07/16/1996 08:00:00","","","","","","","","","","",""
"DEV412","1996.0","31.0","07/30/1996 09:00:00","08/06/1996 08:00:00","0.508","1.307","0.512","2.623","3.094","0.513","","","","",""
"DEV412","2002.0","31.0","07/30/2002 09:00:00","08/06/2002 08:00:00","0.672","1.161","0.464","2.218","2.646","0.486","0.296","0.125","0.043","0.09",""
"DEV412","1999.0","30.0","07/20/1999 09:00:00","07/27/1999 08:00:00","0.571","0.779","0.451","2.874","3.28","0.283","","","","",""
"DEV412","1998.0","31.0","07/28/1998 09:00:00","08/04/1998 08:00:00","0.499","0.743","0.245","1.729","1.947","0.261","","","","",""
"DEV412","2004.0","29.0","07/13/2004 09:00:00","07/20/2004 08:00:00","0.764","1.521","0.564","1.76","2.296","0.525","0.25","0.185","0.051","0.121","0.028"
"DEV412","2006.0","30.0","07/25/2006 09:00:00","08/01/2006 08:00:00","0.822","2.214","0.756","1.775","2.502","0.745","0.451","0.27","0.079","0.177","0.016"
"DEV412","2007.0","35.0","08/28/2007 09:00:00","09/04/2007 08:00:00","0.359","1.362","0.395","1.615","1.985","0.505","0.675","0.17","0.113","0.103","0.052"
"DEV412","2007.0","32.0","08/07/2007 09:00:00","08/14/2007 08:00:00","0.532","0.845","0.473","1.288","1.741","0.289","0.218","0.154","0.049","0.071","0.019"
"DEV412","1995.0","35.0","08/29/1995 09:00:00","09/05/1995 08:00:00","0.461","1.645","0.295","2.316","2.575","0.556","","","","",""
"DEV412","2004.0","36.0","08/31/2004 09:00:00","09/07/2004 08:00:00","0.394","0.716","0.315","1.114","1.411","0.247","0.535","0.194","0.099","0.08","0.109"
"DEV412","1995.0","34.0","08/22/1995 09:00:00","08/29/1995 08:00:00","0.563","0.917","0.267","2.103","2.337","0.351","","","","",""
"DEV412","1997.0","32.0","08/05/1997 09:00:00","08/12/1997 08:00:00","0.494","1.747","0.824","2.597","3.38","0.537","","","","",""
"DEV412","2002.0","34.0","08/20/2002 09:00:00","08/27/2002 08:00:00","0.505","0.952","0.62","1.397","1.994","0.421","0.305","0.174","0.05","0.092",""
"DEV412","2006.0","35.0","08/29/2006 09:00:00","09/05/2006 08:00:00","0.402","0.845","0.308","1.173","1.462","0.285","0.234","0.085","0.042","0.048","0.016"
"DEV412","2003.0","33.0","08/12/2003 09:00:00","08/19/2003 08:00:00","0.619","1.631","0.791","1.651","2.416","0.486","0.65","0.214","0.069","0.082","0.049"
"DEV412","2002.0","33.0","08/13/2002 09:00:00","08/20/2002 08:00:00","0.673","1.174","0.431","1.984","2.384","0.535","0.38","0.108","0.05","0.113",""
"DEV412","1998.0","34.0","08/18/1998 09:00:00","08/25/1998 08:00:00","0.522","0.997","0.34","2.329","2.632","0.344","","","","",""
"DEV412","2006.0","32.0","08/08/2006 09:00:00","08/15/2006 08:00:00","0.422","1.037","0.443","1.244","1.667","0.328","0.478","0.181","0.062","0.069","0.051"
"DEV412","2006.0","34.0","08/22/2006 09:00:00","08/29/2006 08:00:00","0.442","0.938","0.372","1.01","1.366","0.345","0.237","0.107","0.048","0.065","0.015"
"DEV412","1996.0","32.0","08/06/1996 09:00:00","08/13/1996 08:00:00","0.362","1.496","0.494","2.082","2.543","0.483","","","","",""
"DEV412","2000.0","35.0","08/29/2000 09:00:00","09/05/2000 08:00:00","","","","","","","","","","",""
"DEV412","1999.0","34.0","08/17/1999 09:00:00","08/24/1999 08:00:00","0.572","1.977","0.552","2.846","3.352","0.614","","","","",""
"DEV412","2004.0","33.0","08/10/2004 09:00:00","08/17/2004 08:00:00","0.616","1.494","0.487","1.229","1.696","0.519","0.312","0.181","0.055","0.063","0.062"
"DEV412","2005.0","35.0","08/30/2005 09:00:00","09/06/2005 08:00:00","0.696","0.918","0.355","1.505","1.836","0.307","0.229","0.171","0.054","0.057","0.058"
"DEV412","2005.0","33.0","08/16/2005 09:00:00","08/23/2005 08:00:00","0.867","1.416","0.301","1.273","1.553","0.553","0.189","0.099","0.033","0.039","0.017"
"DEV412","2006.0","33.0","08/15/2006 09:00:00","08/22/2006 08:00:00","0.527","0.98","0.385","1.274","1.638","0.323","0.158","0.126","0.033","0.038","0.016"
"DEV412","1995.0","33.0","08/15/1995 09:00:00","08/22/1995 08:00:00","0.683","1.146","0.354","2.517","2.831","0.389","","","","",""
"DEV412","2004.0","32.0","08/03/2004 09:00:00","08/10/2004 08:00:00","1.008","2.337","0.809","1.628","2.411","0.848","0.436","0.246","0.085","0.112","0.024"
"DEV412","2000.0","32.0","08/08/2000 09:00:00","08/15/2000 08:00:00","0.402","0.972","0.345","1.639","1.958","0.353","0.211","0.101","0.032","0.05",""
"DEV412","1996.0","33.0","08/13/1996 09:00:00","08/20/1996 08:00:00","0.556","1.689","0.725","2.692","3.374","0.553","","","","",""
"DEV412","2002.0","35.0","08/27/2002 09:00:00","09/03/2002 08:00:00","0.426","1.307","0.504","1.303","1.786","0.468","0.34","0.155","0.044","0.055",""
"DEV412","2006.0","31.0","08/01/2006 09:00:00","08/08/2006 08:00:00","0.811","1.213","0.618","1.142","1.742","0.4","0.228","0.235","0.054","0.061","0.037"
"DEV412","2001.0","32.0","08/07/2001 09:00:00","08/14/2001 08:00:00","0.674","2.039","0.549","2.19","2.704","0.733","0.496","0.207","0.055","0.063",""
"DEV412","2001.0","35.0","08/28/2001 09:00:00","09/04/2001 08:00:00","0.57","1.486","0.589","1.877","2.436","0.5","0.321","0.266","0.053","0.059",""
"DEV412","1996.0","34.0","08/20/1996 09:00:00","08/27/1996 08:00:00","0.405","1.255","0.532","2.476","2.968","0.414","","","","",""
